1,330,1
3,0,31482
3,1,5414
3,24,15
0,0,0
3,0,31484
3,1,5406
3,24,51
0,0,0
3,0,31486
3,1,5399
3,24,115
0,0,0
3,0,31488
3,1,5392
3,24,183
0,0,0
3,0,31490
3,1,5385
3,24,247
0,0,0
3,0,31493
3,1,5379
3,24,299
0,0,0
3,0,31496
3,1,5373
3,24,355
0,0,0
3,0,31498
3,1,5367
3,24,403
0,0,0
3,0,31501
3,1,5361
3,24,455
0,0,0
3,0,31503
3,1,5356
3,24,491
0,0,0
3,0,31505
3,1,5351
3,24,527
0,0,0
3,0,31508
3,1,5346
3,24,563
0,0,0
3,0,31510
3,1,5342
3,24,599
0,0,0
3,0,31513
3,1,5338
3,24,627
0,0,0
3,0,31515
3,1,5334
3,24,655
0,0,0
3,0,31516
3,1,5331
3,24,679
0,0,0
3,0,31518
3,1,5329
3,24,703
0,0,0
3,0,31519
3,1,5326
3,24,731
0,0,0
3,1,5324
3,24,751
0,0,0
3,0,31520
3,1,5323
3,24,771
0,0,0
3,1,5321
3,24,791
0,0,0
3,1,5320
3,24,807
0,0,0
3,24,819
0,0,0
3,1,5319
3,24,835
0,0,0
3,1,5318
3,24,843
0,0,0
3,24,851
0,0,0
3,0,31519
3,24,859
0,0,0
3,1,5317
3,24,863
0,0,0
3,24,871
0,0,0
3,0,31518
3,24,879
0,0,0
3,24,883
0,0,0
3,24,887
0,0,0
3,0,31517
3,24,891
0,0,0
3,24,895
0,0,0
3,24,899
0,0,0
3,24,903
0,0,0
3,0,31516
0,0,0
3,24,907
0,0,0
3,24,903
0,0,0
3,24,907
0,0,0
3,24,911
0,0,0
3,0,31517
3,1,5318
3,24,907
0,0,0
3,1,5317
0,0,0
3,24,911
0,0,0
3,24,907
0,0,0
3,24,911
0,0,0
3,0,31516
3,24,915
0,0,0
3,0,31515
0,0,0
3,0,31514
0,0,0
3,0,31513
0,0,0
3,24,919
0,0,0
3,0,31512
0,0,0
3,24,915
0,0,0
3,24,919
0,0,0
3,24,923
0,0,0
3,1,5318
0,0,0
3,0,31511
3,24,919
0,0,0
3,0,31510
3,1,5319
0,0,0
3,1,5320
3,24,911
0,0,0
3,0,31509
3,1,5322
0,0,0
3,1,5323
3,24,915
0,0,0
3,1,5324
3,24,919
0,0,0
3,0,31508
3,1,5326
0,0,0
3,1,5328
3,24,915
0,0,0
3,1,5330
0,0,0
3,0,31507
3,1,5333
0,0,0
3,0,31506
3,1,5335
0,0,0
3,0,31505
3,1,5338
0,0,0
3,1,5341
0,0,0
3,1,5344
3,24,919
0,0,0
3,1,5349
3,24,923
0,0,0
3,0,31504
3,1,5353
3,24,919
0,0,0
3,0,31503
3,1,5357
0,0,0
3,1,5362
3,24,915
0,0,0
3,1,5368
0,0,0
3,1,5375
3,24,919
0,0,0
3,0,31502
3,1,5383
3,24,915
0,0,0
3,1,5390
0,0,0
3,1,5399
3,24,911
0,0,0
3,0,31501
3,1,5409
3,24,903
0,0,0
3,1,5419
3,24,899
0,0,0
3,1,5429
0,0,0
3,0,31500
3,1,5439
0,0,0
3,1,5451
0,0,0
3,0,31499
3,1,5464
0,0,0
3,1,5476
0,0,0
3,1,5489
0,0,0
3,1,5502
3,24,895
0,0,0
3,0,31498
3,1,5516
3,24,899
0,0,0
3,1,5531
3,24,891
0,0,0
3,1,5546
3,24,887
0,0,0
3,1,5561
3,24,895
0,0,0
3,0,31497
3,1,5578
3,24,899
0,0,0
3,1,5594
3,24,895
0,0,0
3,1,5612
0,0,0
3,0,31496
3,1,5630
3,24,891
0,0,0
3,0,31495
3,1,5647
0,0,0
3,0,31494
3,1,5665
3,24,899
0,0,0
3,1,5683
3,24,903
0,0,0
3,0,31493
3,1,5701
3,24,899
0,0,0
3,0,31492
3,1,5720
0,0,0
3,0,31491
3,1,5739
0,0,0
3,0,31490
3,1,5757
3,24,891
0,0,0
3,0,31489
3,1,5776
0,0,0
3,0,31488
3,1,5793
0,0,0
3,0,31487
3,1,5812
3,24,879
0,0,0
3,0,31486
3,1,5829
3,24,887
0,0,0
3,0,31485
3,1,5847
3,24,891
0,0,0
3,0,31484
3,1,5864
0,0,0
3,0,31482
3,1,5882
0,0,0
3,0,31481
3,1,5899
0,0,0
3,0,31480
3,1,5916
3,24,887
0,0,0
3,0,31478
3,1,5932
3,24,891
0,0,0
3,0,31477
3,1,5949
0,0,0
3,0,31475
3,1,5965
0,0,0
3,0,31473
3,1,5982
3,24,887
0,0,0
3,0,31472
3,1,5998
0,0,0
3,0,31470
3,1,6014
0,0,0
3,0,31469
3,1,6029
0,0,0
3,0,31467
3,1,6044
0,0,0
3,0,31466
3,1,6058
0,0,0
3,0,31465
3,1,6072
0,0,0
3,0,31463
3,1,6087
0,0,0
3,0,31462
3,1,6101
3,24,891
0,0,0
3,0,31461
3,1,6115
0,0,0
3,0,31460
3,1,6129
0,0,0
3,0,31458
3,1,6142
0,0,0
3,0,31457
3,1,6156
3,24,887
0,0,0
3,0,31456
3,1,6169
0,0,0
3,0,31455
3,1,6182
0,0,0
3,0,31454
3,1,6196
0,0,0
3,0,31453
3,1,6209
0,0,0
3,0,31452
3,1,6222
0,0,0
3,0,31450
3,1,6235
0,0,0
3,0,31449
3,1,6248
3,24,891
0,0,0
3,0,31448
3,1,6261
0,0,0
3,0,31447
3,1,6275
3,24,895
0,0,0
3,0,31445
3,1,6288
3,24,899
0,0,0
3,0,31444
3,1,6302
3,24,895
0,0,0
3,0,31442
3,1,6317
0,0,0
3,0,31441
3,1,6333
0,0,0
3,0,31440
3,1,6350
3,24,891
0,0,0
3,0,31439
3,1,6368
0,0,0
3,0,31437
3,1,6387
3,24,895
0,0,0
3,0,31436
3,1,6407
3,24,891
0,0,0
3,0,31434
3,1,6428
3,24,895
0,0,0
3,0,31433
3,1,6450
3,24,899
0,0,0
3,0,31432
3,1,6474
3,24,891
0,0,0
3,0,31430
3,1,6498
0,0,0
3,0,31428
3,1,6523
0,0,0
3,0,31427
3,1,6549
0,0,0
3,0,31425
3,1,6576
0,0,0
3,0,31424
3,1,6603
0,0,0
3,0,31422
3,1,6630
0,0,0
3,0,31420
3,1,6659
3,24,887
0,0,0
3,0,31419
3,1,6688
0,0,0
3,0,31418
3,1,6717
0,0,0
3,0,31416
3,1,6748
0,0,0
3,0,31415
3,1,6778
3,24,891
0,0,0
3,0,31413
3,1,6809
3,24,887
0,0,0
3,0,31412
3,1,6840
0,0,0
3,0,31411
3,1,6871
0,0,0
3,1,6903
0,0,0
3,0,31410
3,1,6934
0,0,0
3,0,31409
3,1,6965
0,0,0
3,1,6997
0,0,0
3,0,31410
3,1,7028
0,0,0
3,1,7058
0,0,0
3,0,31411
3,1,7087
0,0,0
3,0,31412
3,1,7115
3,24,879
0,0,0
3,0,31413
3,1,7143
3,24,883
0,0,0
3,0,31414
3,1,7169
0,0,0
3,0,31416
3,1,7194
3,24,879
0,0,0
3,0,31418
3,1,7219
0,0,0
3,0,31420
3,1,7242
3,24,887
0,0,0
3,0,31422
3,1,7265
0,0,0
3,0,31424
3,1,7287
0,0,0
3,0,31427
3,1,7308
3,24,883
0,0,0
3,0,31429
3,1,7330
3,24,891
0,0,0
3,0,31432
3,1,7352
3,24,899
0,0,0
3,0,31435
3,1,7375
0,0,0
3,0,31437
3,1,7398
0,0,0
3,0,31440
3,1,7422
0,0,0
3,0,31443
3,1,7447
3,24,907
0,0,0
3,0,31445
3,1,7473
3,24,903
0,0,0
3,0,31447
3,1,7500
3,24,899
0,0,0
3,0,31449
3,1,7528
3,24,891
0,0,0
3,0,31452
3,1,7556
0,0,0
3,0,31453
3,1,7585
3,24,887
0,0,0
3,0,31455
3,1,7616
3,24,891
0,0,0
3,0,31456
3,1,7646
0,0,0
3,0,31458
3,1,7678
3,24,887
0,0,0
3,0,31459
3,1,7710
0,0,0
3,0,31460
3,1,7742
0,0,0
3,0,31461
3,1,7775
0,0,0
3,0,31462
